num of ratings,avg cost (two people),online_order,table booking,restaurant type,cuisines type,area
87,150.0,No,No,Quick Bites,South Indian,Kalyan Nagar
294,850.0,No,No,Cafe,"Cafe, Italian, Pizza",Koramangala 4th Block
1471,1235.1341245296965,Yes,Yes,"Casual Dining, Bar","BBQ, Mughlai, Biryani",Indiranagar
4,300.0,No,No,Quick Bites,"North Indian, Chinese, Rolls",New BEL Road
360,1800.0,No,Yes,Casual Dining,"Kerala, Seafood",Whitefield
5,1000.0,No,No,Casual Dining,"Chinese, North Indian",Koramangala 6th Block
40,100.0,No,No,Quick Bites,South Indian,Basavanagudi
40,209.72849784770105,Yes,No,Quick Bites,"South Indian, North Indian, Chinese",Basavanagudi
12,700.0,Yes,No,Casual Dining,"North Indian, Chinese",New BEL Road
40,500.0,No,No,"Takeaway, Delivery",Biryani,Kalyan Nagar
15,200.0,Yes,No,Food Truck,Chinese,"Byresandra,Tavarekere,Madiwala"
40,800.0,No,No,Casual Dining,"Mexican, American",Bannerghatta Road
113,2500.0,No,Yes,Lounge,Continental,Church Street
340,350.0,Yes,No,Quick Bites,"Chinese, North Indian, Street Food",Malleshwaram
108,400.0,Yes,No,Quick Bites,Fast Food,Electronic City
5,650.0,No,No,Casual Dining,North Indian,HSR
98,800.0,Yes,No,Casual Dining,"North Indian, Andhra",Bellandur
373,1102.3946265270483,No,No,Casual Dining,"North Indian, Chinese",Electronic City
263,700.0,No,No,"Takeaway, Delivery","Chettinad, South Indian, Biryani",Church Street
405,1500.0,No,Yes,Casual Dining,Arabian,Indiranagar
1763,1300.0,No,Yes,Bar,"Finger Food, North Indian, Chinese",Bannerghatta Road
40,300.0,No,No,Quick Bites,North Indian,Electronic City
40,185.1954954212939,Yes,No,Dessert Parlor,"Desserts, Ice Cream",Bannerghatta Road
47,572.8106464804126,Yes,No,Casual Dining,"North Indian, Chinese",Brookefield
330,1000.0,Yes,No,Casual Dining,Mexican,Indiranagar
40,232.74581272433832,Yes,No,Quick Bites,"Biryani, North Indian",Electronic City
40,1100.0,No,Yes,Casual Dining,"North Indian, Continental, Chinese, Italian",HSR
163,515.6954423028257,No,No,Quick Bites,North Indian,"Byresandra,Tavarekere,Madiwala"
21,100.0,No,No,Food Truck,Ice Cream,HSR
3964,1349.9468472122317,No,No,Cafe,"Continental, Salad, Burger, Finger Food, Pizza",Indiranagar
4,300.0,No,No,Quick Bites,North Indian,Marathahalli
17,600.0,Yes,No,Casual Dining,"North Indian, Biryani, Arabian",Malleshwaram
96,1200.0,No,Yes,"Pub, Casual Dining","Arabian, Chinese, Continental, North Indian, Finger Food",Rajajinagar
4,150.0,Yes,No,Quick Bites,Rolls,New BEL Road
28,539.2864719116424,Yes,No,Casual Dining,"BBQ, Continental, North Indian, Chinese, Beverages",Bellandur
125,600.0,Yes,No,Delivery,"Italian, North Indian, South Indian, Chinese",Whitefield
90,500.0,No,No,Cafe,"Cafe, Healthy Food",MG Road
40,200.0,No,No,Quick Bites,Fast Food,Banashankari
112,150.0,Yes,No,Delivery,"Healthy Food, Sandwich, Salad",Indiranagar
47,1200.0,No,No,Pub,Finger Food,Basavanagudi
293,900.0,Yes,Yes,Casual Dining,"Seafood, Biryani, South Indian, Chettinad",Kalyan Nagar
40,100.0,No,No,Dessert Parlor,Ice Cream,Banashankari
38,400.0,Yes,No,Cafe,Cafe,"Byresandra,Tavarekere,Madiwala"
40,800.0,Yes,No,Casual Dining,"South Indian, Seafood, Kerala, Biryani",Brigade Road
999,1412.0387578789089,No,Yes,"Bar, Casual Dining","Finger Food, Continental, North Indian, Italian, Japanese",Bannerghatta Road
46,600.0,Yes,No,Casual Dining,"North Indian, South Indian, Chinese",Bannerghatta Road
40,300.0,Yes,No,Quick Bites,North Indian,Bannerghatta Road
32,800.0,No,No,Casual Dining,"North Indian, Fast Food, Street Food",Brigade Road
90,300.0,Yes,No,Cafe,"Bakery, Desserts",HSR
195,450.70430283441397,Yes,No,Cafe,"Cafe, Italian",Banashankari
55,600.0,Yes,No,Casual Dining,"North Indian, Chinese",Brookefield
40,300.0,No,No,Quick Bites,"American, Chinese","Byresandra,Tavarekere,Madiwala"
146,371.3060618976115,Yes,No,Dessert Parlor,"Desserts, Ice Cream",Brookefield
33,500.0,Yes,No,Quick Bites,"Fast Food, Continental, Burger",Marathahalli
15,250.0,No,No,Quick Bites,Fast Food,HSR
40,1520.5794376989422,No,Yes,"Microbrewery, Casual Dining","Seafood, Continental, European, Mediterranean",Bannerghatta Road
37,324.86048846133065,No,No,Delivery,North Indian,Bellandur
40,293.19626859083303,No,No,"Sweet Shop, Quick Bites","Mithai, Street Food",Brookefield
159,350.0,Yes,No,Quick Bites,"North Indian, Chinese",Malleshwaram
40,300.0,Yes,No,Quick Bites,Fast Food,Brookefield
125,848.2663647886967,No,No,Casual Dining,North Indian,New BEL Road
40,150.0,No,No,Quick Bites,Fast Food,Basavanagudi
21,500.0,Yes,No,Delivery,"Burger, Rolls, Sandwich, North Indian",Indiranagar
40,1203.3377779103891,No,No,Casual Dining,"North Indian, South Indian, Continental, Asian",HSR
40,200.0,No,No,Quick Bites,"Biryani, Fast Food",Basavanagudi
57,300.0,No,No,Quick Bites,North Indian,Malleshwaram
114,500.0,Yes,No,Delivery,"North Indian, Chinese",Brigade Road
237,2000.0,No,Yes,Fine Dining,"Continental, Thai, Malaysian, Burmese, Korean, Vietnamese, Chinese, North Indian",Bellandur
40,300.0,No,No,"Quick Bites, Dessert Parlor",Desserts,Bellandur
114,304.3200184515714,Yes,No,Dessert Parlor,"Desserts, Beverages","Byresandra,Tavarekere,Madiwala"
339,360.26676285357786,Yes,No,Quick Bites,"Hyderabadi, Biryani",Malleshwaram
40,150.0,No,No,Quick Bites,"South Indian, Chinese","Byresandra,Tavarekere,Madiwala"
21,250.0,Yes,No,"Quick Bites, Sweet Shop","Street Food, Fast Food, Mithai",Sarjapur Road
32,400.0,No,No,"Takeaway, Delivery",North Indian,Electronic City
9,250.0,No,No,Quick Bites,"North Indian, Chinese",Frazer Town
16,300.0,No,No,Beverage Shop,Beverages,"Byresandra,Tavarekere,Madiwala"
432,678.828562785203,Yes,No,Cafe,"Cafe, Desserts","Byresandra,Tavarekere,Madiwala"
31,368.3410662552114,No,No,Quick Bites,Biryani,Malleshwaram
380,881.2630760182534,Yes,Yes,Casual Dining,"North Indian, Chinese, Italian",Malleshwaram
1038,1500.0,Yes,Yes,Casual Dining,"Italian, Salad",Whitefield
44,200.0,Yes,No,Quick Bites,"North Indian, Fast Food",Old Airport Road
7,250.0,Yes,No,Quick Bites,"Chinese, South Indian",Whitefield
40,800.0,No,No,Casual Dining,"North Indian, South Indian",Bannerghatta Road
4,200.0,No,No,Quick Bites,"Street Food, Maharashtrian",Marathahalli
1070,1400.0,No,Yes,Casual Dining,"Chinese, Momos",Whitefield
206,861.319275794812,Yes,No,Casual Dining,"Hyderabadi, Gujarati, Maharashtrian",Kalyan Nagar
40,150.0,No,No,Quick Bites,South Indian,Banashankari
175,955.0153610508196,No,Yes,Casual Dining,"North Indian, Continental, Chinese, Italian",Koramangala 4th Block
190,1000.0,Yes,Yes,Cafe,Cafe,HSR
1078,1138.0918930877606,No,Yes,"Bar, Casual Dining","European, Continental, Asian, Finger Food",Indiranagar
4,1500.0,No,No,"Casual Dining, Bar","Andhra, Chinese, North Indian",Electronic City
110,400.0,No,No,Food Court,"Mexican, Tex-Mex",Bellandur
154,200.0,No,No,Quick Bites,"North Indian, Street Food",Koramangala 4th Block
9,200.0,No,No,"Sweet Shop, Quick Bites","Mithai, Street Food",Indiranagar
5,70.0,No,No,Quick Bites,"Andhra, South Indian","Byresandra,Tavarekere,Madiwala"
715,1000.0,Yes,No,Casual Dining,"Italian, Chinese, Continental, Steak",Bellandur
74,528.4615106045724,Yes,No,"Takeaway, Delivery","North Indian, Chinese",Brookefield
129,40.0,Yes,No,Quick Bites,"South Indian, North Indian, Chinese",Brigade Road
717,1924.6961166991894,No,Yes,Casual Dining,Finger Food,Whitefield
44,600.0,No,No,Casual Dining,"North Indian, Chinese, Mughlai",Electronic City
39,191.47829157141842,Yes,No,Quick Bites,"Biryani, Andhra",Kalyan Nagar
92,1158.9034195498994,No,No,"Casual Dining, Bar","Chinese, North Indian",Rajajinagar
8,400.0,Yes,No,Quick Bites,North Indian,Indiranagar
3675,1011.8464005654216,No,No,Cafe,"Cafe, Italian, Fast Food",Bannerghatta Road
118,372.76311376996887,Yes,No,Quick Bites,North Indian,Brookefield
225,300.0,No,No,Quick Bites,"Street Food, Mithai",Lavelle Road
282,1367.399420814573,No,Yes,Bar,Korean,Electronic City
364,508.9627805953895,Yes,Yes,Casual Dining,"Chinese, Thai, Asian","Byresandra,Tavarekere,Madiwala"
118,1000.0,Yes,No,Casual Dining,"Continental, Asian, Italian",Church Street
40,154.90038423903707,No,No,Quick Bites,North Indian,Banashankari
294,690.1575810898631,Yes,No,Casual Dining,South Indian,Banashankari
23,300.0,Yes,No,Quick Bites,"Kerala, North Indian, Chinese",Indiranagar
7,150.0,No,No,Quick Bites,Street Food,"Byresandra,Tavarekere,Madiwala"
372,700.0,Yes,No,Casual Dining,"American, Modern Indian, Italian, South Indian","Byresandra,Tavarekere,Madiwala"
939,1580.2796852824863,No,Yes,Casual Dining,Japanese,Brigade Road
301,500.0,No,No,Quick Bites,"North Indian, Rolls",Indiranagar
21,700.0,No,No,Delivery,"Biryani, North Indian",Indiranagar
39,150.55797293481686,Yes,No,Quick Bites,South Indian,New BEL Road
40,357.0850508041678,No,No,Quick Bites,"Fast Food, Rolls, Juices","Byresandra,Tavarekere,Madiwala"
261,700.0,Yes,No,Casual Dining,"Kerala, Chinese, Seafood, North Indian","Byresandra,Tavarekere,Madiwala"
75,500.0,Yes,No,Quick Bites,"Chinese, Arabian, Fast Food",Brigade Road
38,206.9627035392352,Yes,No,Quick Bites,"South Indian, Chinese",Kalyan Nagar
9,400.0,No,No,Dessert Parlor,Desserts,Indiranagar
52,450.0,Yes,No,Cafe,"Cafe, Italian, Pizza",Koramangala 4th Block
36,700.0,No,No,Casual Dining,"North Indian, Chinese",Malleshwaram
64,250.0,Yes,No,"Quick Bites, Bakery","Fast Food, Bakery",Brigade Road
49,600.0,Yes,No,"Takeaway, Delivery","North Indian, Chinese",Brookefield
40,433.43238906318413,Yes,No,Quick Bites,"North Indian, Chinese",Marathahalli
201,801.3294927670204,Yes,Yes,Cafe,"Cafe, Continental, Pizza, Italian, Beverages","Byresandra,Tavarekere,Madiwala"
137,700.0,No,Yes,Casual Dining,"Desserts, North Indian, Chinese",Rajajinagar
24,300.0,Yes,No,Delivery,"Biryani, North Indian",Electronic City
40,250.0,Yes,No,Quick Bites,"South Indian, North Indian",Bellandur
28,361.6783607852541,Yes,No,Quick Bites,"Juices, Fast Food",Bannerghatta Road
40,233.71467868500122,Yes,No,Quick Bites,"North Indian, Chinese",Brookefield
50,388.85992804371523,Yes,No,Quick Bites,"South Indian, North Indian, Chinese",Basavanagudi
12,800.0,Yes,No,Casual Dining,"North Indian, Mughlai, Chinese",Kalyan Nagar
56,500.0,No,No,Kiosk,Chinese,Church Street
13,400.0,No,No,Quick Bites,"North Indian, Chinese",Whitefield
1852,800.0,Yes,No,Cafe,"Cafe, Continental",Indiranagar
11,400.0,No,No,Quick Bites,Fast Food,Kalyan Nagar
6,250.0,No,No,Quick Bites,"Kerala, Tea","Byresandra,Tavarekere,Madiwala"
14,250.0,No,No,Quick Bites,"Andhra, Biryani",Jayanagar
40,400.0,No,No,Cafe,"Cafe, Fast Food","Byresandra,Tavarekere,Madiwala"
590,725.6351253837017,Yes,No,Casual Dining,"Asian, Beverages",Bellandur
613,936.9981319381172,Yes,Yes,Casual Dining,"Mangalorean, Seafood",Malleshwaram
108,1457.0075362982764,Yes,Yes,Casual Dining,"Goan, Seafood, Konkan, Desserts",Indiranagar
40,250.0,No,No,Quick Bites,"Kerala, South Indian",Indiranagar
377,3000.0,No,Yes,Fine Dining,"Italian, North Indian",Brigade Road
7,300.0,No,No,Sweet Shop,Mithai,Rajajinagar
222,2000.0,Yes,Yes,"Bar, Casual Dining",Asian,Indiranagar
38,400.0,No,No,"Takeaway, Delivery",North Indian,Electronic City
13,300.0,No,No,"Takeaway, Delivery","South Indian, North Indian, Chinese",Jayanagar
703,2318.508579798064,No,Yes,Fine Dining,"North Indian, Continental",Malleshwaram
122,400.0,Yes,No,Dessert Parlor,"Desserts, Ice Cream",MG Road
40,600.0,Yes,No,Quick Bites,North Indian,Bannerghatta Road
40,300.0,Yes,No,Dessert Parlor,"Andhra, Biryani, North Indian",Brookefield
10,300.0,No,No,Bakery,Bakery,Bellandur
216,450.0,Yes,No,Food Truck,"American, Fast Food",Indiranagar
827,800.0,Yes,No,Casual Dining,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",Bellandur
324,1800.0,No,Yes,Lounge,"Sushi, Continental, Pizza, Italian, Asian",Indiranagar
219,300.0,Yes,No,Quick Bites,"Lebanese, Middle Eastern","Byresandra,Tavarekere,Madiwala"
236,1919.1420505490262,No,Yes,"Pub, Casual Dining",North Indian,Indiranagar
40,300.0,No,No,Quick Bites,"American, Chinese","Byresandra,Tavarekere,Madiwala"
410,1624.0317179828808,Yes,Yes,"Bar, Casual Dining","American, Cafe, Continental",Lavelle Road
124,184.2113424375252,No,No,Quick Bites,South Indian,Lavelle Road
20,400.0,No,No,Bakery,Bakery,Jayanagar
292,1000.0,Yes,Yes,Casual Dining,"Goan, Seafood, Konkan, Desserts",Indiranagar
147,400.0,No,No,Cafe,"Cafe, Fast Food","Byresandra,Tavarekere,Madiwala"
310,2000.0,No,Yes,Fine Dining,"North Indian, Italian, European, Continental",Brigade Road
283,100.0,Yes,No,Quick Bites,South Indian,Banashankari
50,450.0,Yes,No,Quick Bites,Bengali,"Byresandra,Tavarekere,Madiwala"
4,400.0,No,No,Quick Bites,"Biryani, Chinese",Whitefield
40,300.0,No,No,Quick Bites,South Indian,Koramangala 4th Block
40,162.11768475683812,Yes,No,Quick Bites,Fast Food,Bannerghatta Road
1009,1341.338277843887,Yes,Yes,Casual Dining,"North Indian, Mughlai",Kalyan Nagar
78,100.0,Yes,No,Quick Bites,Maharashtrian,Basavanagudi
230,206.40947110361753,Yes,No,Quick Bites,"Chinese, Fast Food",Banashankari
40,100.0,No,No,Quick Bites,South Indian,Banashankari
451,700.0,Yes,No,Cafe,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",Brigade Road
282,700.0,Yes,No,Casual Dining,"North Indian, Chinese, BBQ","Byresandra,Tavarekere,Madiwala"
179,300.0,Yes,No,Quick Bites,North Indian,Brookefield
55,600.0,Yes,No,"Takeaway, Delivery","North Indian, Street Food",Whitefield
35,200.0,No,No,Quick Bites,Fast Food,Basavanagudi
201,550.0,Yes,No,Casual Dining,"Andhra, North Indian, Chinese, Biryani",Whitefield
74,600.0,Yes,No,Delivery,Pizza,Brigade Road
38,500.0,No,No,Delivery,"North Indian, Chinese",Brigade Road
40,200.0,No,No,Quick Bites,Fast Food,Kalyan Nagar
28,250.0,No,No,Quick Bites,"North Indian, Chinese, Momos",Marathahalli
42,700.0,Yes,No,Casual Dining,"North Indian, Steak, South Indian","Byresandra,Tavarekere,Madiwala"
28,200.0,Yes,No,Quick Bites,"Chinese, North Indian",Marathahalli
13,600.0,Yes,No,Casual Dining,"Continental, Mexican, Lebanese",Brigade Road
40,200.0,No,No,Quick Bites,Fast Food,Marathahalli
707,850.0,No,No,Cafe,"Cafe, Healthy Food",Basavanagudi
52,200.0,No,No,"Sweet Shop, Quick Bites","Mithai, Street Food",Indiranagar
35,500.0,Yes,No,"Cafe, Quick Bites","Cafe, Chinese, Fast Food, Burger, North Indian","Byresandra,Tavarekere,Madiwala"
45,400.0,Yes,No,Quick Bites,"North Indian, Chinese, Healthy Food",Electronic City
461,800.0,Yes,No,"Cafe, Casual Dining","Cafe, American, Continental, Steak",Brigade Road
40,400.0,Yes,No,Cafe,Cafe,"Byresandra,Tavarekere,Madiwala"
177,388.36839676879896,Yes,No,Dessert Parlor,"Desserts, Beverages","Byresandra,Tavarekere,Madiwala"
81,158.57222010469593,No,No,Quick Bites,South Indian,Lavelle Road
840,770.5448872895818,Yes,Yes,Cafe,"Cafe, American, Continental, Italian","Byresandra,Tavarekere,Madiwala"
9,400.0,No,No,Quick Bites,"North Indian, South Indian, Chinese",Kalyan Nagar
1686,1367.9233984001025,Yes,Yes,Casual Dining,Vietnamese,"Byresandra,Tavarekere,Madiwala"
32,300.0,No,No,Delivery,"Chinese, North Indian",Old Airport Road
255,350.0,Yes,No,Quick Bites,"North Indian, Chinese, Street Food",Electronic City
40,300.0,No,No,Quick Bites,Fast Food,Malleshwaram
31,300.0,Yes,No,Quick Bites,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
41,617.6726787319969,Yes,No,Casual Dining,"North Indian, Chinese",Bannerghatta Road
7,400.0,No,No,Quick Bites,"Chinese, Thai",Whitefield
40,471.96652474485876,Yes,No,Quick Bites,"Burger, Sandwich, Fast Food",HSR
8,300.0,No,No,Quick Bites,North Indian,Bannerghatta Road
469,518.0906560832326,No,No,Casual Dining,South Indian,Malleshwaram
40,300.0,No,No,Quick Bites,"North Indian, South Indian",Brookefield
16,150.0,Yes,No,Quick Bites,Biryani,Kalyan Nagar
56,200.0,No,No,"Sweet Shop, Quick Bites","Mithai, Street Food",JP Nagar
271,1000.0,Yes,Yes,"Casual Dining, Bar","North Indian, Pizza, Fast Food",Brookefield
40,500.0,Yes,No,Quick Bites,"North Indian, Fast Food",Indiranagar
136,264.1275133759319,No,No,Bakery,Bakery,Kalyan Nagar
41,438.2513297502024,No,No,Quick Bites,"North Indian, Chinese",Whitefield
15,350.0,Yes,No,"Takeaway, Delivery","Chinese, Momos",Indiranagar
78,350.8702422567499,No,No,Bakery,Bakery,Frazer Town
25,200.0,No,No,Quick Bites,Fast Food,Marathahalli
1008,1220.40643885466,No,Yes,Casual Dining,"North Indian, South Indian, Chinese, Seafood",Bannerghatta Road
15,500.0,Yes,No,Cafe,"Cafe, Chinese, Continental","Byresandra,Tavarekere,Madiwala"
193,1200.0,No,Yes,Casual Dining,North Indian,Malleshwaram
34,400.0,No,No,Quick Bites,North Indian,Electronic City
11,400.0,No,No,Bakery,"Bakery, Desserts",Frazer Town
24,200.0,No,No,Quick Bites,South Indian,Sarjapur Road
40,400.0,No,No,Quick Bites,"North Indian, Chinese",Brookefield
2127,2051.87692600833,No,Yes,Fine Dining,Continental,Brigade Road
205,856.8766130208442,Yes,No,Casual Dining,Korean,Kalyan Nagar
147,400.0,No,No,Dessert Parlor,Desserts,Basavanagudi
49,610.0751081710797,No,No,Casual Dining,"North Indian, Chinese",JP Nagar
40,300.0,No,No,Quick Bites,"Chinese, North Indian, Street Food, Rolls",JP Nagar
43,718.4173606897176,No,No,Casual Dining,"North Indian, Chinese",Marathahalli
869,1100.0,No,Yes,Casual Dining,"North Indian, Mughlai",Indiranagar
579,989.2129660411773,Yes,Yes,Cafe,"Italian, North Indian, Healthy Food, Desserts","Byresandra,Tavarekere,Madiwala"
40,161.44024074866667,No,No,Dessert Parlor,Desserts,Malleshwaram
34,350.0,Yes,No,Beverage Shop,"Beverages, Fast Food",Whitefield
14,300.0,No,No,Delivery,North Indian,Brookefield
3125,1500.0,Yes,Yes,"Casual Dining, Bar","North Indian, Chinese, Continental, Thai, Salad","Byresandra,Tavarekere,Madiwala"
568,1000.0,Yes,Yes,"Lounge, Bar","Continental, Chinese",Brookefield
193,400.0,Yes,No,Casual Dining,"South Indian, North Indian, Chinese",Bannerghatta Road
41,500.0,No,No,Quick Bites,Andhra,HSR
47,150.0,Yes,No,"Sweet Shop, Quick Bites","Mithai, Street Food",Frazer Town
2368,1400.0,No,No,Pub,"Finger Food, Continental, Asian, North Indian",Koramangala 4th Block
40,300.0,No,No,Quick Bites,Fast Food,Malleshwaram
40,500.0,Yes,No,"Takeaway, Delivery","North Indian, Chinese",Indiranagar
82,1000.0,No,No,"Lounge, Bar","Pizza, Continental, North Indian, Chinese",Bannerghatta Road
34,600.0,Yes,No,Delivery,"Continental, North Indian, Desserts, Beverages",Brigade Road
40,300.0,No,No,Quick Bites,South Indian,Brookefield
109,756.7816866772014,No,No,Casual Dining,"Mexican, American",Bannerghatta Road
471,100.0,No,No,Quick Bites,Street Food,Malleshwaram
290,1500.0,No,Yes,Casual Dining,"Seafood, Continental, North Indian, South Indian",Indiranagar
1372,900.0,No,Yes,"Bar, Casual Dining","Continental, North Indian, Chinese, Finger Food",HSR
40,300.0,Yes,No,Quick Bites,North Indian,Bannerghatta Road
175,321.9625523096234,No,No,Cafe,North Indian,"Byresandra,Tavarekere,Madiwala"
40,500.0,No,No,Delivery,North Indian,Whitefield
376,1298.8473020496335,No,Yes,Bar,Finger Food,Electronic City
111,1400.0,No,No,Casual Dining,European,Kalyan Nagar
252,500.0,Yes,No,Delivery,"North Indian, Mughlai, Chinese",Brigade Road
10,400.0,No,No,Quick Bites,"North Indian, Chinese, Fast Food",Brookefield
14,450.0,Yes,No,Quick Bites,Kerala,"Byresandra,Tavarekere,Madiwala"
22,600.0,Yes,No,Cafe,"Cafe, Continental, Beverages","Byresandra,Tavarekere,Madiwala"
40,264.86389567688155,No,No,Quick Bites,South Indian,Malleshwaram
30,200.0,No,No,Quick Bites,South Indian,Indiranagar
40,350.0,Yes,No,Quick Bites,South Indian,Bellandur
40,150.0,No,No,Bakery,Bakery,Bannerghatta Road
460,305.4732706924986,Yes,No,Quick Bites,North Indian,Bannerghatta Road
1101,700.0,Yes,No,Cafe,"Cafe, Continental, Pizza, Salad","Byresandra,Tavarekere,Madiwala"
17,150.0,No,No,Quick Bites,Fast Food,JP Nagar
56,400.0,Yes,No,"Cafe, Bakery","Cafe, Bakery, Desserts",Electronic City
281,1500.0,No,Yes,Casual Dining,"Singaporean, Chinese, Thai, Malaysian",Indiranagar
1506,1016.1663771145508,No,No,Casual Dining,"North Indian, Continental, Chettinad, Andhra, Bengali",Marathahalli
290,1500.0,No,No,Casual Dining,Korean,Indiranagar
86,300.0,No,No,"Takeaway, Delivery","Biryani, Chinese, South Indian",Brookefield
4,200.0,No,No,Quick Bites,"Fast Food, Biryani","Byresandra,Tavarekere,Madiwala"
128,300.0,Yes,No,Quick Bites,"North Indian, Chinese",Banashankari
77,500.0,No,No,Casual Dining,"Chinese, Seafood, North Indian",Bannerghatta Road
234,1000.0,No,Yes,Casual Dining,"Konkan, Seafood",Jayanagar
100,1006.3430790292612,No,No,Cafe,Cafe,Brigade Road
40,700.0,No,Yes,Casual Dining,"North Indian, Chinese",Old Airport Road
